transcript_id	counts
ENST00000629089.1|ENSG00000197694.19|OTTHUMG00000020754.14|OTTHUMT00000481702.1|SPTAN1-217|SPTAN1|1546|retained_intron|	9
ENST00000636010.1|ENSG00000197694.19|OTTHUMG00000020754.14|OTTHUMT00000490288.1|SPTAN1-229|SPTAN1|1472|protein_coding_CDS_not_defined|	22
ENST00000361256.10|ENSG00000198917.13|OTTHUMG00000020762.3|OTTHUMT00000054500.2|SPOUT1-201|SPOUT1|4259|protein_coding|	72
ENST00000467582.1|ENSG00000198917.13|OTTHUMG00000020762.3|OTTHUMT00000054502.2|SPOUT1-204|SPOUT1|898|protein_coding|	3
ENST00000480366.1|ENSG00000198917.13|OTTHUMG00000020762.3|OTTHUMT00000054503.1|SPOUT1-205|SPOUT1|661|retained_intron|	62
ENST00000467396.1|ENSG00000198917.13|OTTHUMG00000020762.3|OTTHUMT00000054504.1|SPOUT1-203|SPOUT1|451|retained_intron|	28
ENST00000665659.1|ENSG00000227619.3|OTTHUMG00000020784.9|OTTHUMT00000508225.1|ENST00000665659|ENSG00000227619|1197|lncRNA|	24
ENST00000667707.1|ENSG00000227619.3|OTTHUMG00000020784.9|OTTHUMT00000512385.1|ENST00000667707|ENSG00000227619|1657|lncRNA|	11
ENST00000661811.1|ENSG00000227619.3|OTTHUMG00000020784.9|OTTHUMT00000516347.1|ENST00000661811|ENSG00000227619|1010|lncRNA|	12
ENST00000658787.1|ENSG00000227619.3|OTTHUMG00000020784.9|OTTHUMT00000509263.1|ENST00000658787|ENSG00000227619|1067|lncRNA|	20
ENST00000650882.1|ENSG00000227619.3|OTTHUMG00000020784.9|OTTHUMT00000499696.2|ENST00000650882|ENSG00000227619|2658|lncRNA|	24
ENST00000443993.1|ENSG00000227619.3|OTTHUMG00000020784.9|OTTHUMT00000054584.1|ENST00000443993|ENSG00000227619|2449|lncRNA|	7
ENST00000664662.1|ENSG00000227619.3|OTTHUMG00000020784.9|OTTHUMT00000522710.1|ENST00000664662|ENSG00000227619|2503|lncRNA|	6
ENST00000441334.5|ENSG00000130714.19|OTTHUMG00000020826.3|OTTHUMT00000054741.2|POMT1-210|POMT1|1168|protein_coding|	3
ENST00000683712.1|ENSG00000130714.19|OTTHUMG00000020826.3|OTTHUMT00000054747.1|POMT1-271|POMT1|2583|retained_intron|	5
ENST00000677167.1|ENSG00000130714.19|OTTHUMG00000020826.3|-|POMT1-224|POMT1|556|protein_coding|	40
ENST00000423007.6|ENSG00000130714.19|OTTHUMG00000020826.3|-|POMT1-208|POMT1|2235|protein_coding|	13
ENST00000677944.1|ENSG00000130714.19|OTTHUMG00000020826.3|-|POMT1-235|POMT1|551|nonsense_mediated_decay|	11
ENST00000683855.1|ENSG00000130714.19|OTTHUMG00000020826.3|-|POMT1-272|POMT1|395|protein_coding_CDS_not_defined|	5
ENST00000393229.4|ENSG00000196358.12|OTTHUMG00000020835.3|OTTHUMT00000054779.2|NTNG2-201|NTNG2|4673|protein_coding|	31
ENST00000483055.1|ENSG00000196358.12|OTTHUMG00000020835.3|OTTHUMT00000054783.1|NTNG2-202|NTNG2|358|protein_coding_CDS_not_defined|	16
ENST00000498797.1|ENSG00000160271.16|OTTHUMG00000020858.5|OTTHUMT00000054843.1|RALGDS-215|RALGDS|1052|retained_intron|	50
ENST00000493067.5|ENSG00000160271.16|OTTHUMG00000020858.5|OTTHUMT00000054841.1|RALGDS-212|RALGDS|217|retained_intron|	27
ENST00000496554.5|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054862.1|RPL7A-209|RPL7A|947|protein_coding_CDS_not_defined|	18
ENST00000463740.5|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054861.1|RPL7A-204|RPL7A|1164|protein_coding_CDS_not_defined|	21
ENST00000426651.1|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054864.2|RPL7A-203|RPL7A|1057|protein_coding|	45
ENST00000468019.5|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054863.1|RPL7A-205|RPL7A|941|protein_coding_CDS_not_defined|	3
ENST00000485706.5|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054866.1|RPL7A-206|RPL7A|743|protein_coding_CDS_not_defined|	14
ENST00000315731.4|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054865.1|RPL7A-201|RPL7A|680|protein_coding|	31
ENST00000489392.1|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054867.1|RPL7A-207|RPL7A|966|protein_coding_CDS_not_defined|	8
ENST00000492798.1|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054868.1|RPL7A-208|RPL7A|374|protein_coding_CDS_not_defined|	22
ENST00000371768.7|ENSG00000122133.17|OTTHUMG00000020914.5|OTTHUMT00000055013.3|PAEP-203|PAEP|838|nonsense_mediated_decay|	9
ENST00000479141.6|ENSG00000122133.17|OTTHUMG00000020914.5|OTTHUMT00000055010.2|PAEP-208|PAEP|992|protein_coding|	18
ENST00000433563.5|ENSG00000122133.17|OTTHUMG00000020914.5|OTTHUMT00000055016.1|PAEP-205|PAEP|826|protein_coding|	19
ENST00000418284.5|ENSG00000122133.17|OTTHUMG00000020914.5|OTTHUMT00000055014.1|PAEP-204|PAEP|465|protein_coding|	71
ENST00000454923.5|ENSG00000122133.17|OTTHUMG00000020914.5|OTTHUMT00000055017.1|PAEP-206|PAEP|629|protein_coding|	30
ENST00000457014.1|ENSG00000122133.17|OTTHUMG00000020914.5|OTTHUMT00000055015.1|PAEP-207|PAEP|575|protein_coding|	31
ENST00000447907.5|ENSG00000237339.5|OTTHUMG00000020912.1|OTTHUMT00000055007.1|LINC01502-203|LINC01502|880|lncRNA|	11
ENST00000447497.1|ENSG00000237339.5|OTTHUMG00000020912.1|OTTHUMT00000055008.1|LINC01502-202|LINC01502|342|lncRNA|	129
ENST00000460290.5|ENSG00000187796.16|OTTHUMG00000020925.6|OTTHUMT00000055052.1|CARD9-203|CARD9|1061|retained_intron|	13
ENST00000371732.10|ENSG00000187796.16|OTTHUMG00000020925.6|OTTHUMT00000055053.2|CARD9-201|CARD9|2111|protein_coding|	27
ENST00000371734.7|ENSG00000187796.16|OTTHUMG00000020925.6|OTTHUMT00000055050.1|CARD9-202|CARD9|1814|protein_coding|	11
ENST00000695906.1|ENSG00000187796.16|OTTHUMG00000020925.6|-|CARD9-209|CARD9|2649|retained_intron|	11
ENST00000695908.1|ENSG00000187796.16|OTTHUMG00000020925.6|-|CARD9-211|CARD9|560|protein_coding_CDS_not_defined|	35
ENST00000684778.1|ENSG00000165684.6|OTTHUMG00000020929.2|OTTHUMT00000489492.1|SNAPC4-206|SNAPC4|4693|protein_coding|	24
ENST00000637388.2|ENSG00000165684.6|OTTHUMG00000020929.2|-|SNAPC4-202|SNAPC4|4689|protein_coding|	28
ENST00000682081.1|ENSG00000165684.6|OTTHUMG00000020929.2|-|SNAPC4-203|SNAPC4|2257|protein_coding_CDS_not_defined|	4
ENST00000683251.1|ENSG00000165684.6|OTTHUMG00000020929.2|-|SNAPC4-205|SNAPC4|1245|retained_intron|	54
ENST00000406555.7|ENSG00000172889.16|OTTHUMG00000020938.6|OTTHUMT00000055095.2|EGFL7-204|EGFL7|1529|protein_coding|	59
ENST00000490469.5|ENSG00000172889.16|OTTHUMG00000020938.6|OTTHUMT00000055097.2|EGFL7-205|EGFL7|456|protein_coding_CDS_not_defined|	9
ENST00000371634.7|ENSG00000176919.13|OTTHUMG00000020955.4|OTTHUMT00000055178.3|C8G-201|C8G|881|protein_coding|	14
ENST00000647910.1|ENSG00000176919.13|OTTHUMG00000020955.4|OTTHUMT00000055179.2|C8G-204|C8G|567|protein_coding_CDS_not_defined|	23
ENST00000649480.1|ENSG00000176919.13|OTTHUMG00000020955.4|OTTHUMT00000498686.1|C8G-205|C8G|488|nonsense_mediated_decay|	9
ENST00000484376.1|ENSG00000176919.13|OTTHUMG00000020955.4|OTTHUMT00000055181.2|C8G-203|C8G|430|nonsense_mediated_decay|	16
ENST00000465773.1|ENSG00000176919.13|OTTHUMG00000020955.4|OTTHUMT00000055180.1|C8G-202|C8G|457|retained_intron|	19
ENST00000463619.2|ENSG00000176978.15|OTTHUMG00000020977.4|OTTHUMT00000055284.2|DPP7-203|DPP7|846|protein_coding_CDS_not_defined|	28
ENST00000470766.5|ENSG00000176978.15|OTTHUMG00000020977.4|OTTHUMT00000055278.2|DPP7-204|DPP7|478|protein_coding_CDS_not_defined|	23
ENST00000473532.6|ENSG00000176978.15|OTTHUMG00000020977.4|OTTHUMT00000055280.2|DPP7-206|DPP7|1295|nonsense_mediated_decay|	26
ENST00000460830.2|ENSG00000176978.15|OTTHUMG00000020977.4|OTTHUMT00000055281.1|DPP7-202|DPP7|2125|retained_intron|	21
ENST00000485456.5|ENSG00000176978.15|OTTHUMG00000020977.4|OTTHUMT00000055285.2|DPP7-211|DPP7|968|retained_intron|	22
ENST00000473703.1|ENSG00000176978.15|OTTHUMG00000020977.4|OTTHUMT00000055277.2|DPP7-207|DPP7|684|protein_coding_CDS_not_defined|	37
ENST00000487917.1|ENSG00000176248.9|OTTHUMG00000020983.3|OTTHUMT00000055316.1|ANAPC2-205|ANAPC2|1972|retained_intron|	19
ENST00000323927.3|ENSG00000176248.9|OTTHUMG00000020983.3|OTTHUMT00000055315.2|ANAPC2-201|ANAPC2|2655|protein_coding|	14
ENST00000493730.1|ENSG00000176248.9|OTTHUMG00000020983.3|OTTHUMT00000055318.1|ANAPC2-206|ANAPC2|597|retained_intron|	47
ENST00000483432.1|ENSG00000176248.9|OTTHUMG00000020983.3|OTTHUMT00000055322.1|ANAPC2-203|ANAPC2|793|protein_coding_CDS_not_defined|	3
ENST00000485970.1|ENSG00000176248.9|OTTHUMG00000020983.3|OTTHUMT00000055319.1|ANAPC2-204|ANAPC2|341|protein_coding_CDS_not_defined|	8
ENST00000495611.1|ENSG00000176248.9|OTTHUMG00000020983.3|OTTHUMT00000055321.1|ANAPC2-207|ANAPC2|747|retained_intron|	3
ENST00000618649.1|ENSG00000176248.9|OTTHUMG00000020983.3|OTTHUMT00000477875.1|ANAPC2-208|ANAPC2|1565|retained_intron|	8
ENST00000685074.2|ENSG00000233321.4|OTTHUMG00000017563.21|-|LINC02669-221|LINC02669|2101|lncRNA|	9
ENST00000659295.1|ENSG00000233321.4|OTTHUMG00000017563.21|OTTHUMT00000510205.1|LINC02669-206|LINC02669|1508|lncRNA|	16
ENST00000664866.1|ENSG00000233321.4|OTTHUMG00000017563.21|OTTHUMT00000515491.1|LINC02669-213|LINC02669|935|lncRNA|	16
ENST00000660919.1|ENSG00000233321.4|OTTHUMG00000017563.21|OTTHUMT00000511358.1|LINC02669-211|LINC02669|1616|lncRNA|	19
ENST00000379785.5|ENSG00000170525.21|OTTHUMG00000017621.6|OTTHUMT00000046655.2|PFKFB3-204|PFKFB3|2181|protein_coding|	42
ENST00000450232.1|ENSG00000170525.21|OTTHUMG00000017621.6|OTTHUMT00000046658.1|PFKFB3-208|PFKFB3|595|protein_coding|	40
ENST00000665216.1|ENSG00000287277.2|OTTHUMG00000017626.2|OTTHUMT00000524214.1|ENST00000665216|ENSG00000287277|2451|lncRNA|	24
ENST00000654694.1|ENSG00000287277.2|OTTHUMG00000017626.2|OTTHUMT00000524218.1|ENST00000654694|ENSG00000287277|2404|lncRNA|	15
ENST00000652889.1|ENSG00000287277.2|OTTHUMG00000017626.2|OTTHUMT00000524219.1|ENST00000652889|ENSG00000287277|3677|lncRNA|	10
ENST00000668294.1|ENSG00000287277.2|OTTHUMG00000017626.2|OTTHUMT00000524220.1|ENST00000668294|ENSG00000287277|623|lncRNA|	4
ENST00000654037.1|ENSG00000287277.2|OTTHUMG00000017626.2|OTTHUMT00000524221.1|ENST00000654037|ENSG00000287277|813|lncRNA|	7
ENST00000638035.1|ENSG00000048740.19|OTTHUMG00000017668.8|OTTHUMT00000490119.1|CELF2-217|CELF2|1849|protein_coding|	2
ENST00000636488.1|ENSG00000048740.19|OTTHUMG00000017668.8|OTTHUMT00000490120.1|CELF2-215|CELF2|3908|protein_coding|	11
ENST00000633200.1|ENSG00000048740.19|OTTHUMG00000017668.8|OTTHUMT00000487915.1|CELF2-214|CELF2|1496|nonsense_mediated_decay|	3
ENST00000631816.1|ENSG00000048740.19|OTTHUMG00000017668.8|OTTHUMT00000487916.1|CELF2-210|CELF2|1803|protein_coding|	11
ENST00000609870.5|ENSG00000048740.19|OTTHUMG00000017668.8|OTTHUMT00000472306.1|CELF2-208|CELF2|1549|nonsense_mediated_decay|	17
ENST00000263035.9|ENSG00000181192.12|OTTHUMG00000017677.4|OTTHUMT00000046777.2|DHTKD1-201|DHTKD1|5173|protein_coding|	8
ENST00000437298.1|ENSG00000181192.12|OTTHUMG00000017677.4|OTTHUMT00000046782.2|DHTKD1-203|DHTKD1|933|protein_coding|	39
ENST00000465617.1|ENSG00000181192.12|OTTHUMG00000017677.4|OTTHUMT00000046778.2|DHTKD1-205|DHTKD1|773|protein_coding_CDS_not_defined|	8
ENST00000415935.1|ENSG00000181192.12|OTTHUMG00000017677.4|OTTHUMT00000046780.2|DHTKD1-202|DHTKD1|482|protein_coding|	22
ENST00000479283.1|ENSG00000181192.12|OTTHUMG00000017677.4|OTTHUMT00000046781.1|DHTKD1-206|DHTKD1|318|retained_intron|	11
ENST00000379033.7|ENSG00000065665.21|OTTHUMG00000017679.8|-|SEC61A2-205|SEC61A2|2462|protein_coding|	27
ENST00000304267.12|ENSG00000065665.21|OTTHUMG00000017679.8|OTTHUMT00000046794.3|SEC61A2-202|SEC61A2|2030|protein_coding|	3
ENST00000472221.5|ENSG00000065665.21|OTTHUMG00000017679.8|OTTHUMT00000046798.4|SEC61A2-212|SEC61A2|850|nonsense_mediated_decay|	8
ENST00000379020.8|ENSG00000065665.21|OTTHUMG00000017679.8|OTTHUMT00000046796.2|SEC61A2-204|SEC61A2|2252|protein_coding|	15
ENST00000457034.1|ENSG00000065665.21|OTTHUMG00000017679.8|OTTHUMT00000046789.1|SEC61A2-210|SEC61A2|314|protein_coding|	22
ENST00000418772.1|ENSG00000065665.21|OTTHUMG00000017679.8|OTTHUMT00000046790.2|SEC61A2-207|SEC61A2|434|protein_coding|	25
ENST00000419021.1|ENSG00000065665.21|OTTHUMG00000017679.8|OTTHUMT00000046800.1|SEC61A2-208|SEC61A2|778|protein_coding|	20
ENST00000466451.1|ENSG00000065665.21|OTTHUMG00000017679.8|OTTHUMT00000046799.1|SEC61A2-211|SEC61A2|427|protein_coding_CDS_not_defined|	12
ENST00000689491.1|ENSG00000165626.19|OTTHUMG00000017699.4|OTTHUMT00000046868.1|BEND7-213|BEND7|3172|retained_intron|	81
ENST00000440282.5|ENSG00000165626.19|OTTHUMG00000017699.4|OTTHUMT00000046865.1|BEND7-203|BEND7|6524|protein_coding|	60
ENST00000378605.3|ENSG00000165626.19|OTTHUMG00000017699.4|OTTHUMT00000046864.1|BEND7-202|BEND7|1609|protein_coding|	19
ENST00000683141.1|ENSG00000165626.19|OTTHUMG00000017699.4|-|BEND7-210|BEND7|3237|protein_coding|	30
ENST00000376573.9|ENSG00000150867.14|OTTHUMG00000017810.5|OTTHUMT00000047193.2|PIP4K2A-202|PIP4K2A|3820|protein_coding|	17
ENST00000474335.1|ENSG00000150867.14|OTTHUMG00000017810.5|OTTHUMT00000047196.1|PIP4K2A-205|PIP4K2A|559|protein_coding_CDS_not_defined|	13
ENST00000604912.1|ENSG00000150867.14|OTTHUMG00000017810.5|OTTHUMT00000468421.2|PIP4K2A-207|PIP4K2A|443|protein_coding|	29
ENST00000422321.5|ENSG00000150867.14|OTTHUMG00000017810.5|OTTHUMT00000047194.2|PIP4K2A-203|PIP4K2A|768|protein_coding_CDS_not_defined|	19
ENST00000432610.1|ENSG00000150867.14|OTTHUMG00000017810.5|OTTHUMT00000047195.1|PIP4K2A-204|PIP4K2A|304|protein_coding_CDS_not_defined|	5
ENST00000605011.1|ENSG00000150867.14|OTTHUMG00000017810.5|OTTHUMT00000468422.1|PIP4K2A-208|PIP4K2A|558|protein_coding_CDS_not_defined|	4
ENST00000536334.5|ENSG00000136754.18|OTTHUMG00000017848.3|-|ABI1-213|ABI1|3380|protein_coding|	25
ENST00000376137.9|ENSG00000136754.18|OTTHUMG00000017848.3|-|ABI1-203|ABI1|2136|protein_coding|	9
ENST00000473481.1|ENSG00000136754.18|OTTHUMG00000017848.3|OTTHUMT00000047290.1|ABI1-211|ABI1|769|protein_coding_CDS_not_defined|	64
ENST00000676511.1|ENSG00000107897.20|OTTHUMG00000017854.6|-|ACBD5-209|ACBD5|2758|protein_coding|	41
ENST00000375897.7|ENSG00000107897.20|OTTHUMG00000017854.6|-|ACBD5-202|ACBD5|4173|protein_coding|	7
ENST00000375905.8|ENSG00000107897.20|OTTHUMG00000017854.6|OTTHUMT00000047311.2|ACBD5-204|ACBD5|3848|protein_coding|	4
ENST00000677200.1|ENSG00000107897.20|OTTHUMG00000017854.6|-|ACBD5-216|ACBD5|3794|protein_coding|	30
ENST00000678446.1|ENSG00000107897.20|OTTHUMG00000017854.6|-|ACBD5-227|ACBD5|3616|protein_coding|	14
ENST00000426079.5|ENSG00000107897.20|OTTHUMG00000017854.6|OTTHUMT00000047315.2|ACBD5-207|ACBD5|1014|protein_coding|	5
ENST00000677902.1|ENSG00000107897.20|OTTHUMG00000017854.6|-|ACBD5-224|ACBD5|1999|retained_intron|	13
ENST00000337532.9|ENSG00000150054.19|OTTHUMG00000017868.4|-|MPP7-201|MPP7|5080|protein_coding|	50
ENST00000375732.5|ENSG00000150054.19|OTTHUMG00000017868.4|OTTHUMT00000047345.1|MPP7-203|MPP7|5063|protein_coding|	39
ENST00000375719.7|ENSG00000150054.19|OTTHUMG00000017868.4|OTTHUMT00000047346.1|MPP7-202|MPP7|2090|protein_coding|	6
ENST00000441595.2|ENSG00000150054.19|OTTHUMG00000017868.4|OTTHUMT00000047348.3|MPP7-204|MPP7|1210|protein_coding|	18
ENST00000474731.1|ENSG00000150054.19|OTTHUMG00000017868.4|OTTHUMT00000047350.1|MPP7-206|MPP7|832|protein_coding_CDS_not_defined|	13
ENST00000319778.11|ENSG00000120616.16|OTTHUMG00000017925.4|OTTHUMT00000047482.2|EPC1-202|EPC1|3997|protein_coding|	15
ENST00000263062.8|ENSG00000120616.16|OTTHUMG00000017925.4|OTTHUMT00000047484.1|EPC1-201|EPC1|2913|protein_coding|	32
ENST00000479380.2|ENSG00000120616.16|OTTHUMG00000017925.4|OTTHUMT00000318536.2|EPC1-206|EPC1|2399|retained_intron|	30
ENST00000462470.1|ENSG00000120616.16|OTTHUMG00000017925.4|OTTHUMT00000047488.1|EPC1-204|EPC1|447|protein_coding_CDS_not_defined|	13
ENST00000615949.6|ENSG00000198105.16|OTTHUMG00000017980.4|OTTHUMT00000491571.1|ZNF248-209|ZNF248|518|protein_coding|	3
ENST00000485560.5|ENSG00000198105.16|OTTHUMG00000017980.4|OTTHUMT00000047611.2|ZNF248-206|ZNF248|1705|nonsense_mediated_decay|	4
ENST00000395867.8|ENSG00000198105.16|OTTHUMG00000017980.4|OTTHUMT00000047609.1|ZNF248-203|ZNF248|5143|protein_coding|	43
ENST00000357328.8|ENSG00000198105.16|OTTHUMG00000017980.4|-|ZNF248-201|ZNF248|4795|protein_coding|	22
ENST00000494133.1|ENSG00000198105.16|OTTHUMG00000017980.4|OTTHUMT00000047608.2|ZNF248-207|ZNF248|802|protein_coding_CDS_not_defined|	25
ENST00000374648.7|ENSG00000198105.16|OTTHUMG00000017980.4|OTTHUMT00000047610.1|ZNF248-202|ZNF248|1286|protein_coding|	34
ENST00000374459.5|ENSG00000198915.12|OTTHUMG00000018025.6|OTTHUMT00000047696.2|RASGEF1A-202|RASGEF1A|3264|protein_coding|	17
ENST00000395810.6|ENSG00000198915.12|OTTHUMG00000018025.6|OTTHUMT00000047695.3|RASGEF1A-204|RASGEF1A|3382|protein_coding|	27
ENST00000472864.1|ENSG00000198915.12|OTTHUMG00000018025.6|OTTHUMT00000313990.1|RASGEF1A-205|RASGEF1A|753|protein_coding_CDS_not_defined|	81
ENST00000374323.8|ENSG00000204176.14|OTTHUMG00000018103.7|OTTHUMT00000123282.3|SYT15-202|SYT15|6428|protein_coding|	16
ENST00000512997.5|ENSG00000204176.14|OTTHUMG00000018103.7|OTTHUMT00000367009.2|SYT15-206|SYT15|495|protein_coding|	59
ENST00000503753.5|ENSG00000204176.14|OTTHUMG00000018103.7|OTTHUMT00000367007.1|SYT15-205|SYT15|1331|protein_coding|	47
ENST00000682911.1|ENSG00000188611.17|OTTHUMG00000018223.4|-|ASAH2-206|ASAH2|4955|protein_coding|	49
ENST00000489640.5|ENSG00000188611.17|OTTHUMG00000018223.4|OTTHUMT00000346922.2|ASAH2-205|ASAH2|539|protein_coding|	36
ENST00000443575.5|ENSG00000188611.17|OTTHUMG00000018223.4|-|ASAH2-203|ASAH2|1942|protein_coding|	16
ENST00000329428.10|ENSG00000188611.17|OTTHUMG00000018223.4|OTTHUMT00000346921.1|ASAH2-201|ASAH2|2184|protein_coding|	32
ENST00000474434.2|ENSG00000188611.17|OTTHUMG00000018223.4|OTTHUMT00000346923.2|ASAH2-204|ASAH2|555|nonsense_mediated_decay|	4
ENST00000618301.4|ENSG00000150275.20|OTTHUMG00000018259.17|OTTHUMT00000476355.1|PCDH15-226|PCDH15|1461|protein_coding|	35
ENST00000476074.5|ENSG00000150275.20|OTTHUMG00000018259.17|OTTHUMT00000104707.2|PCDH15-219|PCDH15|754|retained_intron|	35
ENST00000395445.6|ENSG00000150275.20|OTTHUMG00000018259.17|OTTHUMT00000476338.1|PCDH15-211|PCDH15|6309|protein_coding|	8
ENST00000617271.4|ENSG00000150275.20|OTTHUMG00000018259.17|OTTHUMT00000291344.2|PCDH15-225|PCDH15|6425|protein_coding|	33
ENST00000373956.7|ENSG00000150275.20|OTTHUMG00000018259.17|OTTHUMT00000328790.1|PCDH15-204|PCDH15|6931|nonsense_mediated_decay|	31
ENST00000337910.10|ENSG00000072422.17|OTTHUMG00000018292.2|OTTHUMT00000048220.2|RHOBTB1-201|RHOBTB1|4411|protein_coding|	95
ENST00000483488.1|ENSG00000072422.17|OTTHUMG00000018292.2|OTTHUMT00000048221.1|RHOBTB1-204|RHOBTB1|475|protein_coding_CDS_not_defined|	17
ENST00000687162.1|ENSG00000165732.14|OTTHUMG00000018366.2|-|DDX21-208|DDX21|2295|protein_coding_CDS_not_defined|	3
ENST00000684824.1|ENSG00000165732.14|OTTHUMG00000018366.2|-|DDX21-203|DDX21|4666|protein_coding|	15
ENST00000354185.9|ENSG00000165732.14|OTTHUMG00000018366.2|OTTHUMT00000048374.2|DDX21-201|DDX21|4664|protein_coding|	8
ENST00000620315.2|ENSG00000165732.14|OTTHUMG00000018366.2|-|DDX21-202|DDX21|4776|protein_coding|	3
ENST00000685513.1|ENSG00000165732.14|OTTHUMG00000018366.2|-|DDX21-205|DDX21|4628|retained_intron|	3
ENST00000688593.1|ENSG00000165732.14|OTTHUMG00000018366.2|-|DDX21-209|DDX21|4034|retained_intron|	26
ENST00000692943.1|ENSG00000165732.14|OTTHUMG00000018366.2|-|DDX21-212|DDX21|4228|retained_intron|	4
ENST00000686366.1|ENSG00000165732.14|OTTHUMG00000018366.2|-|DDX21-206|DDX21|2014|retained_intron|	10
ENST00000394829.6|ENSG00000107758.16|OTTHUMG00000018472.3|-|PPP3CB-204|PPP3CB|3149|protein_coding|	20
ENST00000342558.3|ENSG00000107758.16|OTTHUMG00000018472.3|OTTHUMT00000048670.1|PPP3CB-201|PPP3CB|2418|protein_coding|	49
ENST00000495897.2|ENSG00000107758.16|OTTHUMG00000018472.3|OTTHUMT00000048672.2|PPP3CB-206|PPP3CB|1144|protein_coding_CDS_not_defined|	37
ENST00000423381.6|ENSG00000148660.22|OTTHUMG00000018492.4|-|CAMK2G-207|CAMK2G|3878|protein_coding|	16
ENST00000322635.7|ENSG00000148660.22|OTTHUMG00000018492.4|OTTHUMT00000048714.1|CAMK2G-202|CAMK2G|3720|protein_coding|	11
ENST00000433289.5|ENSG00000148660.22|OTTHUMG00000018492.4|OTTHUMT00000048716.1|CAMK2G-208|CAMK2G|1618|protein_coding|	33
ENST00000700392.1|ENSG00000148660.22|OTTHUMG00000018492.4|-|CAMK2G-216|CAMK2G|1692|protein_coding|	16
ENST00000394762.7|ENSG00000148660.22|OTTHUMG00000018492.4|-|CAMK2G-206|CAMK2G|1893|protein_coding|	17
ENST00000441192.2|ENSG00000148660.22|OTTHUMG00000018492.4|-|CAMK2G-209|CAMK2G|2423|protein_coding|	10
ENST00000700403.1|ENSG00000148660.22|OTTHUMG00000018492.4|-|CAMK2G-227|CAMK2G|723|protein_coding_CDS_not_defined|	11
ENST00000595702.1|ENSG00000236467.8|OTTHUMG00000018534.6|OTTHUMT00000461756.1|KCNMA1-AS1-204|KCNMA1-AS1|504|lncRNA|	17
ENST00000458661.6|ENSG00000236467.8|OTTHUMG00000018534.6|OTTHUMT00000048849.3|KCNMA1-AS1-203|KCNMA1-AS1|772|lncRNA|	42
ENST00000426234.5|ENSG00000236467.8|OTTHUMG00000018534.6|OTTHUMT00000048851.2|KCNMA1-AS1-201|KCNMA1-AS1|863|lncRNA|	2
ENST00000617241.1|ENSG00000236467.8|OTTHUMG00000018534.6|OTTHUMT00000476168.1|KCNMA1-AS1-210|KCNMA1-AS1|868|lncRNA|	23
ENST00000611475.2|ENSG00000236467.8|OTTHUMG00000018534.6|OTTHUMT00000476169.1|KCNMA1-AS1-209|KCNMA1-AS1|502|lncRNA|	5
ENST00000339284.6|ENSG00000178217.15|OTTHUMG00000018617.5|OTTHUMT00000124087.1|SH2D4B-202|SH2D4B|3983|protein_coding|	75
ENST00000481537.1|ENSG00000178217.15|OTTHUMG00000018617.5|OTTHUMT00000049094.1|SH2D4B-204|SH2D4B|2626|protein_coding_CDS_not_defined|	76
ENST00000623527.4|ENSG00000148600.15|OTTHUMG00000018634.3|OTTHUMT00000049111.3|CDHR1-206|CDHR1|6877|protein_coding|	15
ENST00000332904.7|ENSG00000148600.15|OTTHUMG00000018634.3|OTTHUMT00000049112.2|CDHR1-201|CDHR1|2694|protein_coding|	18
ENST00000624091.1|ENSG00000148600.15|OTTHUMG00000018634.3|OTTHUMT00000478955.1|CDHR1-207|CDHR1|587|nonsense_mediated_decay|	15
ENST00000622973.1|ENSG00000148600.15|OTTHUMG00000018634.3|OTTHUMT00000478956.1|CDHR1-204|CDHR1|700|nonsense_mediated_decay|	14
ENST00000459673.1|ENSG00000148600.15|OTTHUMG00000018634.3|OTTHUMT00000049113.1|CDHR1-203|CDHR1|3757|retained_intron|	15
ENST00000327946.12|ENSG00000182771.19|OTTHUMG00000018650.7|OTTHUMT00000049148.4|GRID1-201|GRID1|6154|protein_coding|	48
ENST00000464741.2|ENSG00000182771.19|OTTHUMG00000018650.7|OTTHUMT00000049147.3|GRID1-202|GRID1|3243|nonsense_mediated_decay|	47
ENST00000371207.8|ENSG00000138185.20|OTTHUMG00000018818.8|OTTHUMT00000488492.2|ENTPD1-203|ENTPD1|1903|protein_coding|	71
ENST00000543964.6|ENSG00000138185.20|OTTHUMG00000018818.8|OTTHUMT00000488489.1|ENTPD1-210|ENTPD1|1579|protein_coding|	72
ENST00000639992.1|ENSG00000138185.20|OTTHUMG00000018818.8|OTTHUMT00000491535.1|ENTPD1-213|ENTPD1|1830|nonsense_mediated_decay|	15
ENST00000370584.7|ENSG00000166024.14|OTTHUMG00000018873.1|-|R3HCC1L-203|R3HCC1L|3372|protein_coding|	81
