transcript_id	counts	Gene
ENST00000593913.5	37	ENSG00000142303.14
ENST00000650714.1	9	ENSG00000131778.20
ENST00000480758.1	273	ENSG00000172031.7
ENST00000421450.2	10	ENSG00000118503.17
ENST00000581135.5	13	ENSG00000198231.14
ENST00000663028.1	124	ENSG00000286473.1
ENST00000621419.1	175	ENSG00000278486.1
ENST00000492051.1	79	ENSG00000240121.1
ENST00000434257.1	40	ENSG00000177694.16
ENST00000384972.2	184	ENSG00000207705.2
ENST00000681337.1	22	ENSG00000135297.17
ENST00000666011.1	190	ENSG00000287662.1
ENST00000595952.5	23	ENSG00000142515.16
ENST00000504389.2	78	ENSG00000248237.2
ENST00000465324.1	24	ENSG00000076984.18
ENST00000670044.1	12	ENSG00000227764.2
ENST00000603975.1	163	ENSG00000270610.1
ENST00000635773.1	148	ENSG00000283239.1
ENST00000550786.5	18	ENSG00000136051.15
ENST00000421546.1	114	ENSG00000230882.1
ENST00000465138.1	130	ENSG00000241879.1
ENST00000312055.9	59	ENSG00000175216.15
ENST00000476975.5	36	ENSG00000163126.15
ENST00000533353.5	25	ENSG00000137727.13
ENST00000365117.1	98	ENSG00000201987.1
ENST00000630492.2	21	ENSG00000136854.24
ENST00000604663.1	40	ENSG00000270897.1
ENST00000593997.5	6	ENSG00000142515.16
ENST00000563342.1	48	ENSG00000259914.1
ENST00000492827.1	26	ENSG00000120662.16
ENST00000535104.5	7	ENSG00000155026.17
ENST00000525057.5	10	ENSG00000110169.12
ENST00000384027.1	112	ENSG00000206754.1
ENST00000525291.5	11	ENSG00000204370.13
ENST00000654542.1	41	ENSG00000287784.1
ENST00000264607.9	29	ENSG00000065802.12
ENST00000544088.6	35	ENSG00000206072.13
ENST00000489637.3	20	ENSG00000196814.15
ENST00000491263.1	10	ENSG00000117152.14
ENST00000560422.5	18	ENSG00000185787.15
ENST00000409321.5	21	ENSG00000187514.17
ENST00000683733.1	51	ENSG00000174891.14
ENST00000616377.4	10	ENSG00000277053.4
ENST00000585698.1	40	ENSG00000133265.11
ENST00000426450.1	14	ENSG00000105926.16
ENST00000628452.2	26	ENSG00000145388.15
ENST00000473001.2	7	ENSG00000240086.7
ENST00000263062.8	32	ENSG00000120616.16
ENST00000315073.10	64	ENSG00000146063.20
ENST00000399333.4	21	ENSG00000175782.11
ENST00000553850.1	49	ENSG00000100479.14
ENST00000564798.2	8	ENSG00000087258.16
ENST00000403747.6	23	ENSG00000103275.21
ENST00000368899.5	78	ENSG00000138161.14
ENST00000532615.1	102	ENSG00000254719.1
ENST00000438600.1	259	ENSG00000215297.3
ENST00000640551.3	125	ENSG00000283473.5
ENST00000513603.1	12	ENSG00000145723.17
ENST00000476512.5	6	ENSG00000177674.16
ENST00000664191.1	7	ENSG00000232931.6
ENST00000220531.9	63	ENSG00000104164.12
ENST00000588123.2	7	ENSG00000116044.17
ENST00000511787.1	78	ENSG00000145592.14
ENST00000613185.1	124	ENSG00000274552.1
ENST00000261660.4	37	ENSG00000103381.12
ENST00000509950.1	37	ENSG00000249497.1
ENST00000517378.1	37	ENSG00000154162.15
ENST00000263116.8	211	ENSG00000100228.14
ENST00000402635.1	93	ENSG00000219453.1
ENST00000651265.1	52	ENSG00000186047.11
ENST00000607936.5	20	ENSG00000033122.21
ENST00000496982.3	84	ENSG00000244521.3
ENST00000658484.1	49	ENSG00000224582.7
ENST00000384988.1	106	ENSG00000207721.1
ENST00000434358.3	21	ENSG00000172673.12
ENST00000568963.5	23	ENSG00000104164.12
ENST00000581117.1	62	ENSG00000265737.1
ENST00000686512.1	5	ENSG00000204685.9
ENST00000517944.5	4	ENSG00000066855.16
ENST00000663094.1	180	ENSG00000286569.1
ENST00000421353.2	135	ENSG00000237563.2
ENST00000569852.1	89	ENSG00000269937.1
ENST00000437235.7	23	ENSG00000228878.10
ENST00000652510.1	24	ENSG00000286083.1
ENST00000655069.1	1	ENSG00000232931.6
ENST00000472120.1	165	ENSG00000239205.1
ENST00000582621.6	32	ENSG00000150637.9
ENST00000429442.6	25	ENSG00000066827.16
ENST00000530484.1	56	ENSG00000225327.3
ENST00000384829.1	17	ENSG00000284375.1
ENST00000414531.2	191	ENSG00000234586.2
ENST00000040738.10	36	ENSG00000038219.13
ENST00000555628.5	28	ENSG00000027075.17
ENST00000700639.1	6	ENSG00000105223.21
ENST00000619306.5	6	ENSG00000095303.17
ENST00000471811.1	4	ENSG00000185909.15
ENST00000697689.1	21	ENSG00000108384.16
ENST00000504206.6	19	ENSG00000251364.9
ENST00000630598.1	7	ENSG00000281649.3
ENST00000446518.1	54	ENSG00000230496.1
ENST00000595310.1	62	ENSG00000269514.3
ENST00000641246.2	68	ENSG00000284622.2
ENST00000363200.1	47	ENSG00000200070.1
ENST00000449457.1	26	ENSG00000224034.1
ENST00000695053.1	14	ENSG00000137409.21
ENST00000379238.7	36	ENSG00000137073.24
ENST00000565970.5	9	ENSG00000140386.13
ENST00000687004.2	122	ENSG00000289461.2
ENST00000314674.7	32	ENSG00000112339.15
ENST00000530515.1	179	ENSG00000215339.3
ENST00000565313.1	10	ENSG00000259972.3
ENST00000526106.5	48	ENSG00000084628.10
ENST00000530745.3	6	ENSG00000174791.11
ENST00000511412.1	38	ENSG00000183684.8
ENST00000425491.6	17	ENSG00000050748.18
ENST00000695616.1	7	ENSG00000010671.18
ENST00000392524.7	59	ENSG00000170144.22
ENST00000567036.1	319	ENSG00000260518.2
ENST00000270776.13	10	ENSG00000142657.21
ENST00000416565.1	29	ENSG00000163516.14
ENST00000696313.1	61	ENSG00000181544.16
ENST00000511658.1	76	ENSG00000126549.11
ENST00000364820.1	175	ENSG00000201690.1
ENST00000384074.1	50	ENSG00000206801.1
ENST00000566400.5	20	ENSG00000140463.14
ENST00000363377.1	98	ENSG00000200247.1
ENST00000657055.1	7	ENSG00000240086.7
ENST00000441891.1	213	ENSG00000234061.1
ENST00000700940.1	17	ENSG00000223960.9
ENST00000518266.1	6	ENSG00000253154.4
ENST00000358120.4	47	ENSG00000196071.6
ENST00000303536.8	20	ENSG00000170634.13
ENST00000518927.1	82	ENSG00000254041.1
ENST00000615146.1	107	ENSG00000273890.1
ENST00000444733.5	9	ENSG00000132437.18
ENST00000471086.3	255	ENSG00000244642.3
ENST00000696356.1	6	ENSG00000181544.16
ENST00000370184.1	146	ENSG00000117600.14
ENST00000664481.1	7	ENSG00000283103.5
ENST00000660566.1	83	ENSG00000239445.6
ENST00000554692.1	130	ENSG00000258963.1
ENST00000442202.1	416	ENSG00000232646.1
ENST00000445296.1	47	ENSG00000224582.7
ENST00000458251.1	158	ENSG00000178199.14
ENST00000589254.1	13	ENSG00000055483.20
ENST00000436908.5	2	ENSG00000161040.18
ENST00000441238.1	296	ENSG00000224606.1
ENST00000592171.1	21	ENSG00000167685.15
ENST00000583919.1	171	ENSG00000284062.1
ENST00000372906.2	257	ENSG00000124120.11
ENST00000486010.1	37	ENSG00000187243.17
ENST00000642250.1	161	ENSG00000112782.19
ENST00000635552.1	12	ENSG00000100393.14
ENST00000597906.1	24	ENSG00000268566.6
ENST00000504015.2	35	ENSG00000183684.8
ENST00000492061.5	15	ENSG00000162517.13
ENST00000488515.1	23	ENSG00000186281.13
ENST00000621883.1	9	ENSG00000251136.11
ENST00000621994.3	121	ENSG00000275774.3
ENST00000560083.1	686	ENSG00000173821.20
ENST00000408571.1	41	ENSG00000221498.1
ENST00000624688.2	19	ENSG00000214324.5
ENST00000321287.12	20	ENSG00000167554.15
ENST00000587297.1	33	ENSG00000140632.17
ENST00000546255.2	40	ENSG00000149781.14
ENST00000513813.1	10	ENSG00000164902.14
ENST00000621880.1	306	ENSG00000274719.1
ENST00000447630.5	85	ENSG00000008324.12
ENST00000432377.3	52	ENSG00000225611.3
ENST00000561279.5	4	ENSG00000166411.14
ENST00000662440.1	114	ENSG00000287006.1
ENST00000652031.1	140	ENSG00000154736.6
ENST00000529304.1	47	ENSG00000254963.1
ENST00000521741.5	27	ENSG00000197140.15
ENST00000488146.5	41	ENSG00000024526.17
ENST00000465674.5	34	ENSG00000181315.11
ENST00000374948.6	16	ENSG00000089685.15
ENST00000652680.1	16	ENSG00000112759.19
ENST00000457085.1	74	ENSG00000102172.16
ENST00000434349.1	6	ENSG00000128159.12
ENST00000346166.7	11	ENSG00000127870.17
ENST00000525331.6	120	ENSG00000196696.13
ENST00000691928.1	25	ENSG00000174365.22
ENST00000269346.9	40	ENSG00000141540.11
ENST00000581112.5	3	ENSG00000007237.19
ENST00000473507.1	8	ENSG00000059915.17
ENST00000576562.1	64	ENSG00000120068.7
ENST00000475777.2	18	ENSG00000111229.16
ENST00000614012.5	43	ENSG00000153029.16
ENST00000390294.2	215	ENSG00000211648.2
ENST00000621768.1	75	ENSG00000277099.1
ENST00000607049.5	6	ENSG00000160199.15
ENST00000512921.4	18	ENSG00000038210.14
ENST00000454858.1	18	ENSG00000236844.1
ENST00000606539.1	10	ENSG00000271969.1
ENST00000667448.1	84	ENSG00000224017.2
ENST00000594919.1	14	ENSG00000167554.15
ENST00000523786.5	35	ENSG00000246430.9
ENST00000670228.1	64	ENSG00000260886.2
ENST00000441639.5	35	ENSG00000088367.23
ENST00000347528.8	20	ENSG00000029534.21
ENST00000364524.1	112	ENSG00000201394.1
ENST00000642471.1	11	ENSG00000187554.14
ENST00000681724.1	2	ENSG00000058056.10
ENST00000270233.12	15	ENSG00000187244.12
ENST00000656150.1	22	ENSG00000228824.8
ENST00000400895.6	24	ENSG00000177674.16
ENST00000514492.1	31	ENSG00000248769.1
ENST00000691038.2	159	ENSG00000240790.3
ENST00000419499.2	30	ENSG00000235532.2
ENST00000515689.1	191	ENSG00000250997.1
ENST00000518352.1	19	ENSG00000066855.16
ENST00000491419.1	32	ENSG00000242325.1
ENST00000524294.5	14	ENSG00000108852.16
ENST00000451672.2	64	ENSG00000235453.12
ENST00000394762.7	17	ENSG00000148660.22
ENST00000491449.5	10	ENSG00000128159.12
ENST00000401524.2	91	ENSG00000220113.2
ENST00000628076.1	112	ENSG00000280655.1
ENST00000669902.1	97	ENSG00000287826.1
ENST00000409282.1	15	ENSG00000176204.14
ENST00000521796.1	147	ENSG00000215114.10
ENST00000427617.6	24	ENSG00000164048.14
ENST00000583060.1	11	ENSG00000082641.16
ENST00000516357.1	65	ENSG00000252166.1
ENST00000695049.1	14	ENSG00000137409.21
ENST00000619647.1	89	ENSG00000277235.1
ENST00000492343.2	19	ENSG00000074800.16
ENST00000622669.4	17	ENSG00000118855.21
ENST00000522362.7	47	ENSG00000240694.9
ENST00000590631.1	25	ENSG00000185379.21
ENST00000448898.1	220	ENSG00000228675.1
ENST00000598361.4	169	ENSG00000281039.1
ENST00000464216.1	154	ENSG00000241431.1
ENST00000619337.4	12	ENSG00000185728.17
ENST00000525289.5	16	ENSG00000112303.14
ENST00000522464.1	14	ENSG00000253584.1
ENST00000563761.1	141	ENSG00000261434.1
ENST00000508546.5	33	ENSG00000111859.17
ENST00000323223.2	44	ENSG00000177800.2
ENST00000365443.1	90	ENSG00000202313.1
ENST00000514354.5	32	ENSG00000145912.10
ENST00000623568.1	8	ENSG00000197410.14
ENST00000628760.2	9	ENSG00000228242.6
ENST00000473214.1	31	ENSG00000137815.15
ENST00000694871.1	16	ENSG00000161040.18
ENST00000468730.1	30	ENSG00000101306.11
ENST00000700854.1	330	ENSG00000289836.1
ENST00000425687.5	5	ENSG00000059377.18
ENST00000572232.5	4	ENSG00000153406.14
ENST00000355906.10	30	ENSG00000257017.10
ENST00000647973.1	178	ENSG00000285631.1
ENST00000601004.1	64	ENSG00000268992.1
ENST00000647395.1	27	ENSG00000090534.20
ENST00000682056.1	11	ENSG00000125089.18
ENST00000664570.1	19	ENSG00000248555.7
ENST00000543368.1	19	ENSG00000169246.17
ENST00000651998.1	13	ENSG00000125931.11
ENST00000668686.1	134	ENSG00000286957.1
ENST00000362114.1	326	ENSG00000198984.1
ENST00000608004.1	49	ENSG00000142396.11
ENST00000651868.1	69	ENSG00000286107.1
ENST00000434149.1	58	ENSG00000232778.1
ENST00000485749.1	19	ENSG00000115310.19
ENST00000622792.1	39	ENSG00000277173.1
ENST00000392328.6	30	ENSG00000151690.15
ENST00000462970.5	23	ENSG00000159352.16
ENST00000375719.7	6	ENSG00000150054.19
ENST00000608470.5	6	ENSG00000033122.21
ENST00000471141.1	14	ENSG00000181191.12
ENST00000506751.2	85	ENSG00000249504.3
ENST00000491323.5	13	ENSG00000114405.11
ENST00000405883.7	11	ENSG00000115694.15
ENST00000661639.1	37	ENSG00000286257.2
ENST00000468216.1	7	ENSG00000161040.18
ENST00000649606.1	2	ENSG00000134371.14
ENST00000317965.3	117	ENSG00000177186.3
ENST00000680415.1	10	ENSG00000064703.13
ENST00000460754.1	123	ENSG00000272610.1
ENST00000423112.2	28	ENSG00000232104.5
ENST00000539033.1	119	ENSG00000255641.1
ENST00000538976.5	18	ENSG00000146122.17
ENST00000335302.5	86	ENSG00000197233.7
ENST00000586196.1	76	ENSG00000267492.1
ENST00000393801.7	13	ENSG00000110075.15
ENST00000315731.4	31	ENSG00000148303.17
ENST00000375938.8	17	ENSG00000131044.19
ENST00000528524.5	42	ENSG00000247137.9
ENST00000510872.5	8	ENSG00000145495.16
ENST00000448022.1	35	ENSG00000135272.13
ENST00000498118.1	16	ENSG00000076984.18
ENST00000690049.1	78	ENSG00000288780.1
ENST00000622281.1	49	ENSG00000275676.1
ENST00000423924.2	8	ENSG00000224848.4
ENST00000587497.1	5	ENSG00000175354.20
ENST00000671661.1	9	ENSG00000223382.6
ENST00000419338.5	15	ENSG00000198563.14
ENST00000518414.5	42	ENSG00000172748.14
ENST00000491281.1	5	ENSG00000144802.11
ENST00000384356.1	43	ENSG00000207084.1
ENST00000580572.1	133	ENSG00000264371.1
ENST00000560237.1	105	ENSG00000259700.3
ENST00000524170.5	27	ENSG00000050748.18
ENST00000488199.5	21	ENSG00000010704.19
ENST00000319084.9	7	ENSG00000204859.13
ENST00000338832.4	339	ENSG00000188771.5
ENST00000498738.1	31	ENSG00000133247.14
ENST00000434745.2	62	ENSG00000237799.2
ENST00000561495.1	131	ENSG00000260445.1
ENST00000362215.3	47	ENSG00000199085.3
ENST00000465773.1	19	ENSG00000176919.13
ENST00000615104.1	64	ENSG00000274664.1
ENST00000669760.1	113	ENSG00000287215.1
ENST00000408778.1	22	ENSG00000221705.1
ENST00000424412.2	119	ENSG00000224067.2
ENST00000289175.10	26	ENSG00000124831.20
ENST00000302909.4	21	ENSG00000171303.8
ENST00000583179.1	44	ENSG00000265788.2
ENST00000438093.1	67	ENSG00000230434.3
ENST00000669844.1	16	ENSG00000233570.2
ENST00000530710.5	34	ENSG00000116497.18
ENST00000462079.1	16	ENSG00000229972.9
ENST00000475278.6	50	ENSG00000174891.14
ENST00000529743.2	153	ENSG00000254973.2
ENST00000331664.6	213	ENSG00000179270.7
ENST00000384064.1	32	ENSG00000206791.1
ENST00000384492.1	151	ENSG00000207221.1
ENST00000360961.11	87	ENSG00000060762.19
ENST00000297258.11	195	ENSG00000164687.11
ENST00000650828.1	7	ENSG00000131778.20
ENST00000548316.1	325	ENSG00000165966.16
ENST00000567825.3	8	ENSG00000007516.14
ENST00000367612.7	34	ENSG00000169905.13
ENST00000510787.6	11	ENSG00000145741.17
ENST00000398832.2	33	ENSG00000214708.4
ENST00000551849.2	115	ENSG00000257878.3
ENST00000517511.1	21	ENSG00000253297.1
ENST00000552951.7	60	ENSG00000151131.11
ENST00000641608.1	32	ENSG00000284634.1
ENST00000301463.9	24	ENSG00000167778.9
ENST00000636971.1	55	ENSG00000283400.1
ENST00000490957.5	29	ENSG00000106443.17
ENST00000585239.2	156	ENSG00000265882.2
ENST00000565454.5	5	ENSG00000140682.19
ENST00000605777.1	7	ENSG00000067596.12
ENST00000480212.1	108	ENSG00000241399.7
ENST00000547785.2	80	ENSG00000257884.2
ENST00000372736.3	37	ENSG00000049089.15
ENST00000602443.1	225	ENSG00000270076.1
ENST00000362552.1	45	ENSG00000199422.1
ENST00000438264.5	7	ENSG00000065802.12
ENST00000530752.5	70	ENSG00000150783.10
ENST00000433706.5	34	ENSG00000153093.20
ENST00000700778.1	163	ENSG00000289827.1
ENST00000518018.1	23	ENSG00000104447.13
ENST00000394268.2	104	ENSG00000213451.2
ENST00000379270.5	15	ENSG00000130066.17
ENST00000505332.2	19	ENSG00000248106.2
ENST00000655857.1	38	ENSG00000287884.1
ENST00000348165.10	24	ENSG00000009335.18
ENST00000381655.7	347	ENSG00000132932.19
ENST00000203407.6	15	ENSG00000010256.11
ENST00000399449.3	32	ENSG00000242288.9
ENST00000621177.1	53	ENSG00000274478.1
ENST00000686456.1	26	ENSG00000235944.10
ENST00000586630.1	153	ENSG00000267417.1
ENST00000469131.6	20	ENSG00000145819.18
ENST00000512187.1	205	ENSG00000249213.1
ENST00000602697.1	179	ENSG00000269983.1
ENST00000489820.5	57	ENSG00000106479.11
ENST00000661326.1	31	ENSG00000288574.1
ENST00000451017.5	63	ENSG00000227954.7
ENST00000489729.5	67	ENSG00000177694.16
ENST00000440483.4	144	ENSG00000228927.10
ENST00000613082.1	25	ENSG00000138061.12
ENST00000600625.5	15	ENSG00000130299.17
ENST00000582127.2	40	ENSG00000264128.2
ENST00000649389.1	14	ENSG00000140022.14
ENST00000586454.1	26	ENSG00000204920.11
ENST00000217169.8	53	ENSG00000101197.13
ENST00000485295.6	14	ENSG00000240280.7
ENST00000472255.1	119	ENSG00000243195.1
ENST00000663680.2	24	ENSG00000223855.4
ENST00000532105.1	29	ENSG00000143575.16
ENST00000474280.1	9	ENSG00000127870.17
ENST00000391225.1	296	ENSG00000212527.1
ENST00000362988.1	218	ENSG00000199858.1
ENST00000660676.1	21	ENSG00000112992.18
ENST00000424651.1	493	ENSG00000223476.1
ENST00000603479.1	70	ENSG00000270444.1
ENST00000584339.1	144	ENSG00000265800.1
ENST00000392841.1	8	ENSG00000256269.11
ENST00000700555.1	16	ENSG00000057294.17
ENST00000695668.1	6	ENSG00000167286.11
ENST00000487608.1	168	ENSG00000239413.1
ENST00000493555.5	75	ENSG00000196505.11
ENST00000605846.1	113	ENSG00000271398.1
ENST00000398690.3	197	ENSG00000214628.3
ENST00000367569.4	143	ENSG00000169976.7
ENST00000372487.5	29	ENSG00000089682.17
ENST00000503427.5	125	ENSG00000113716.13
ENST00000679465.1	26	ENSG00000160710.18
ENST00000611187.1	5	ENSG00000227769.7
ENST00000473662.1	8	ENSG00000101935.13
ENST00000606017.2	10	ENSG00000272398.6
ENST00000609682.2	44	ENSG00000256628.4
ENST00000623217.1	34	ENSG00000279381.1
ENST00000369020.8	33	ENSG00000146285.14
ENST00000247225.7	234	ENSG00000126821.8
ENST00000356458.8	22	ENSG00000214595.13
ENST00000636095.1	9	ENSG00000283692.2
ENST00000441388.1	80	ENSG00000226094.1
ENST00000375992.4	230	ENSG00000196368.5
ENST00000361660.8	46	ENSG00000198874.14
ENST00000663676.1	91	ENSG00000254645.2
ENST00000317868.9	107	ENSG00000125703.15
ENST00000487924.1	16	ENSG00000124615.20
ENST00000455939.1	209	ENSG00000226935.6
ENST00000521673.5	30	ENSG00000066827.16
ENST00000257899.3	39	ENSG00000258311.5
ENST00000516819.2	270	ENSG00000252628.2
ENST00000265342.12	23	ENSG00000053108.17
ENST00000554124.2	31	ENSG00000196792.12
ENST00000577350.1	9	ENSG00000109016.18
ENST00000480360.1	40	ENSG00000168936.11
ENST00000421952.3	237	ENSG00000181418.8
ENST00000415706.1	116	ENSG00000230830.1
ENST00000676511.1	41	ENSG00000107897.20
ENST00000373644.5	259	ENSG00000138336.9
ENST00000606239.2	13	ENSG00000204929.13
ENST00000439146.1	244	ENSG00000231671.1
ENST00000401900.1	53	ENSG00000216359.1
ENST00000657278.1	267	ENSG00000287923.1
ENST00000542090.1	16	ENSG00000125492.10
ENST00000520369.5	26	ENSG00000169122.12
ENST00000543818.5	51	ENSG00000166159.11
ENST00000477507.1	99	ENSG00000230829.3
ENST00000629295.1	27	ENSG00000281392.3
ENST00000686208.2	229	ENSG00000289095.2
ENST00000450212.1	155	ENSG00000226619.1
ENST00000650229.1	48	ENSG00000090534.20
ENST00000522479.1	41	ENSG00000250571.7
ENST00000671231.1	83	ENSG00000286430.1
ENST00000512018.5	13	ENSG00000152953.13
ENST00000514266.2	63	ENSG00000249105.2
ENST00000575170.1	14	ENSG00000122299.12
ENST00000489052.5	246	ENSG00000125611.16
ENST00000649590.1	135	ENSG00000285909.1
ENST00000533969.1	12	ENSG00000110700.7
ENST00000428276.1	30	ENSG00000186047.11
ENST00000419063.5	54	ENSG00000154556.20
ENST00000316924.9	26	ENSG00000174996.12
ENST00000520057.1	139	ENSG00000253132.1
ENST00000508911.1	70	ENSG00000250781.2
ENST00000349529.4	218	ENSG00000194717.4
ENST00000658633.1	118	ENSG00000287017.1
ENST00000337630.10	25	ENSG00000111305.19
ENST00000560665.1	5	ENSG00000074603.19
ENST00000516332.1	53	ENSG00000252141.1
ENST00000508137.6	6	ENSG00000109790.18
ENST00000581678.1	180	ENSG00000263561.1
ENST00000455073.1	15	ENSG00000112769.20
ENST00000513339.5	18	ENSG00000129625.13
ENST00000663825.1	295	ENSG00000236511.2
ENST00000666265.1	74	ENSG00000286725.1
ENST00000618978.1	68	ENSG00000273694.1
ENST00000472641.1	30	ENSG00000204314.12
ENST00000702860.1	224	ENSG00000290079.1
ENST00000584469.1	103	ENSG00000284163.1
ENST00000573841.5	178	ENSG00000167363.14
ENST00000645937.2	23	ENSG00000147044.23
ENST00000699578.1	19	ENSG00000081087.16
ENST00000390467.3	94	ENSG00000211819.3
ENST00000396027.9	7	ENSG00000152422.16
ENST00000574560.1	175	ENSG00000262434.1
ENST00000668497.1	19	ENSG00000230262.8
ENST00000613756.1	168	ENSG00000277568.1
ENST00000508541.1	30	ENSG00000145147.20
ENST00000585245.3	113	ENSG00000288867.1
ENST00000583442.1	361	ENSG00000266283.1
ENST00000526876.2	27	ENSG00000175216.15
ENST00000378750.10	52	ENSG00000121680.16
ENST00000318934.9	47	ENSG00000089847.13
ENST00000613785.1	60	ENSG00000274115.1
ENST00000413391.1	127	ENSG00000230559.1
ENST00000675422.1	7	ENSG00000112294.14
ENST00000482282.5	80	ENSG00000225697.13
ENST00000638971.1	73	ENSG00000148795.7
ENST00000504405.5	37	ENSG00000143322.21
ENST00000454346.1	50	ENSG00000235084.3
ENST00000319449.9	30	ENSG00000176783.15
ENST00000597655.6	26	ENSG00000226674.11
ENST00000395205.6	14	ENSG00000140463.14
ENST00000668836.1	177	ENSG00000287124.2
ENST00000569673.3	67	ENSG00000205363.7
ENST00000444804.1	212	ENSG00000226041.1
ENST00000432237.3	35	ENSG00000177575.13
ENST00000592744.1	207	ENSG00000267559.5
ENST00000481504.2	73	ENSG00000187952.9
ENST00000642692.1	7	ENSG00000260081.2
ENST00000546097.5	503	ENSG00000164506.15
ENST00000390565.1	155	ENSG00000211905.1
ENST00000403744.7	8	ENSG00000100266.19
ENST00000594791.1	16	ENSG00000130758.8
ENST00000454684.1	131	ENSG00000233264.2
ENST00000604270.5	288	ENSG00000242950.7
ENST00000564590.5	6	ENSG00000140386.13
ENST00000452056.1	48	ENSG00000230934.1
ENST00000579496.5	7	ENSG00000150637.9
ENST00000690999.1	89	ENSG00000234997.3
ENST00000480027.1	68	ENSG00000231852.9
ENST00000660919.1	19	ENSG00000233321.4
ENST00000608028.1	67	ENSG00000273374.1
ENST00000667786.1	259	ENSG00000287446.1
ENST00000635584.1	12	ENSG00000100393.14
ENST00000422534.1	115	ENSG00000235827.2
ENST00000427207.5	46	ENSG00000135272.13
ENST00000540964.5	7	ENSG00000187554.14
ENST00000506095.3	219	ENSG00000250642.3
ENST00000554991.5	45	ENSG00000196792.12
ENST00000532684.1	56	ENSG00000255483.1
ENST00000538057.2	91	ENSG00000159335.18
ENST00000512673.1	65	ENSG00000183684.8
ENST00000584329.2	59	ENSG00000264501.2
ENST00000483857.5	15	ENSG00000114626.18
ENST00000681744.1	13	ENSG00000011243.19
ENST00000444644.1	255	ENSG00000235400.1
ENST00000471266.5	12	ENSG00000118855.21
ENST00000243219.7	7	ENSG00000112769.20
ENST00000341130.6	47	ENSG00000188051.7
ENST00000676866.1	330	ENSG00000186432.10
ENST00000679905.1	45	ENSG00000135297.17
ENST00000699220.1	6	ENSG00000116044.17
ENST00000368250.5	21	ENSG00000172673.12
ENST00000538947.5	19	ENSG00000124256.15
ENST00000423174.1	60	ENSG00000236893.1
ENST00000646269.1	5	ENSG00000144711.16
ENST00000701721.1	16	ENSG00000174365.22
ENST00000470844.5	21	ENSG00000154222.15
ENST00000374323.8	16	ENSG00000204176.14
ENST00000632657.1	5	ENSG00000146122.17
ENST00000266383.10	54	ENSG00000139044.12
ENST00000535501.5	4	ENSG00000120860.11
ENST00000690236.1	33	ENSG00000182901.18
ENST00000471221.3	47	ENSG00000243346.3
ENST00000488801.5	29	ENSG00000132300.19
ENST00000699467.1	4	ENSG00000134389.11
ENST00000644719.2	9	ENSG00000231852.9
ENST00000483530.6	8	ENSG00000127328.22
ENST00000647662.1	5	ENSG00000134371.14
ENST00000524362.1	107	ENSG00000253329.1
ENST00000465827.1	145	ENSG00000121486.12
ENST00000517442.1	93	ENSG00000253225.1
ENST00000504195.1	150	ENSG00000249400.1
ENST00000513477.5	26	ENSG00000168594.15
ENST00000603167.1	105	ENSG00000271340.1
ENST00000686071.1	34	ENSG00000240057.8
ENST00000380009.9	37	ENSG00000164291.17
ENST00000545343.5	37	ENSG00000256069.7
ENST00000523818.1	117	ENSG00000254075.1
ENST00000561236.1	208	ENSG00000259395.1
ENST00000364628.1	53	ENSG00000201498.1
ENST00000702217.1	6	ENSG00000246375.5
ENST00000612038.1	104	ENSG00000278113.1
ENST00000699190.1	116	ENSG00000289760.1
ENST00000492550.1	78	ENSG00000143575.16
ENST00000534190.5	2	ENSG00000110075.15
ENST00000647602.1	42	ENSG00000139044.12
ENST00000529775.1	29	ENSG00000110169.12
ENST00000307892.13	33	ENSG00000103018.18
ENST00000362942.1	240	ENSG00000199812.1
ENST00000415536.5	85	ENSG00000236453.5
ENST00000489112.5	8	ENSG00000064225.13
ENST00000674962.1	10	ENSG00000090861.17
ENST00000531565.1	186	ENSG00000181097.5
ENST00000474359.7	24	ENSG00000287908.1
ENST00000477231.1	57	ENSG00000181191.12
ENST00000535041.5	9	ENSG00000166159.11
ENST00000523983.6	27	ENSG00000165046.13
ENST00000686563.1	95	ENSG00000280780.4
ENST00000518108.1	6	ENSG00000042832.12
ENST00000591175.1	294	ENSG00000267019.1
ENST00000489855.2	8	ENSG00000068615.20
ENST00000567653.5	42	ENSG00000131653.13
ENST00000442922.1	228	ENSG00000102076.10
ENST00000412500.2	9	ENSG00000228705.4
ENST00000526700.5	8	ENSG00000103051.21
ENST00000630757.1	18	ENSG00000182621.18
ENST00000589080.1	24	ENSG00000063241.8
ENST00000484956.1	62	ENSG00000239648.1
ENST00000577498.1	14	ENSG00000109083.14
ENST00000514935.1	23	ENSG00000173085.15
ENST00000479944.5	15	ENSG00000186854.11
ENST00000428521.1	157	ENSG00000232249.1
ENST00000702818.1	148	ENSG00000290078.1
ENST00000476715.2	169	ENSG00000241923.2
ENST00000692673.1	77	ENSG00000289089.1
ENST00000462007.1	142	ENSG00000244086.1
ENST00000474731.1	13	ENSG00000150054.19
ENST00000468832.5	29	ENSG00000196141.14
ENST00000647075.1	45	ENSG00000285417.1
ENST00000538653.1	58	ENSG00000137936.18
ENST00000598332.2	21	ENSG00000237224.4
ENST00000592456.1	6	ENSG00000108639.8
ENST00000688327.2	169	ENSG00000289559.2
ENST00000648144.1	74	ENSG00000230923.2
ENST00000545756.5	7	ENSG00000110013.13
ENST00000689171.1	12	ENSG00000228705.4
